Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-10-04,TikTok,Brand Awareness,141.27,4705,32504,12,8.74,Gen Z,top rated productivity app,40279,0.6
2024-01-29,Facebook,Brand Awareness,289.55,965,7187,9,263.56,Millennials,free habit tracker,49928,4.5
2024-03-31,Instagram,Performance/ROAS,87.98,4480,48844,11,471.74,Gen Z,best budget planning app,40405,4.9
2024-05-25,Facebook,Performance/ROAS,226.04,3897,40868,12,682.96,Students,mobile finance solutions,40797,3.5
2024-12-12,Facebook,Performance/ROAS,466.57,2676,24032,9,754.96,Millennials,easy goal setting,37621,1.3
2024-12-17,Google Search,Performance/ROAS,300.8,3441,31077,8,434.31,Millennials,mobile finance solutions,10808,1.0
2024-03-26,TikTok,Performance/ROAS,146.61,571,42970,4,7.109000000000001,Millennials,best budget planning app,41150,2.9
2024-05-12,Google Search,Performance/ROAS,145.1,882,18988,11,127.05,Millennials,easy goal setting,17509,0.9
2024-07-24,Google Search,App Install,471.77,1751,21926,5,0.0,Students,mobile finance solutions,25859,3.7
2024-08-20,Google Search,Performance/ROAS,235.81,935,25987,9,266.19,Students,easy goal setting,24059,1.2
2024-10-11,Google Search,App Install,335.18,1110,44818,12,0.0,Students,free habit tracker,20733,4.1
2024-04-10,Google Search,Re-engagement,309.01,1014,4161,10,602.08,Gen Z,mobile finance solutions,5310,4.8
2024-01-21,Google Search,Performance/ROAS,205.34,1465,30742,15,816.82,Millennials,easy goal setting,40611,3.3
2024-12-06,Google Search,Brand Awareness,167.12,3035,30706,9,9.13,Working Professionals,mobile finance solutions,45409,2.6
2024-06-18,Instagram,Performance/ROAS,374.9,3091,20376,12,765.51,Working Professionals,best budget planning app,31529,3.2
2024-08-18,Google Search,Brand Awareness,204.85,567,48686,10,639.76,Working Professionals,mobile finance solutions,43761,0.6
2024-11-30,Google Search,Performance/ROAS,413.05,2355,46026,4,83.98200000000001,Millennials,best budget planning app,29648,4.0
2024-07-25,Facebook,Re-engagement,45.35,635,30752,6,947.42,Working Professionals,top rated productivity app,12539,3.8
2024-04-05,Instagram,Performance/ROAS,328.78,2700,25495,6,775.34,Millennials,free habit tracker,32551,4.6
2024-03-21,TikTok,Re-engagement,186.73,1251,16015,12,156.35,Students,secure investment tracker,23700,2.9
2024-12-07,Google Search,Brand Awareness,341.87,682,549,8,51.49,Gen Z,top rated productivity app,42207,4.2
2024-07-24,Facebook,Re-engagement,86.51,4595,14181,5,626.65,Millennials,mobile finance solutions,26000,3.5
2024-10-21,TikTok,Performance/ROAS,460.83,3136,49976,8,286.85,Working Professionals,secure investment tracker,42152,4.1
2024-05-02,Google Search,Brand Awareness,176.2,3120,27482,12,189.49,Working Professionals,free habit tracker,16317,0.7
2024-01-02,TikTok,App Install,408.33,2024,32861,9,0.0,Working Professionals,mobile finance solutions,25084,1.8
2024-07-11,Google Search,Performance/ROAS,311.94,2753,14880,9,513.08,Students,best budget planning app,12100,2.4
2024-05-01,Google Search,Performance/ROAS,324.87,667,31792,8,830.97,Working Professionals,best budget planning app,16085,2.0
2024-12-05,Facebook,App Install,245.54,2163,2029,12,0.0,Millennials,secure investment tracker,49930,0.6
2024-09-15,Facebook,Re-engagement,233.31,2538,47331,13,247.97,Millennials,easy goal setting,31316,2.3
2024-06-03,Facebook,Re-engagement,19.48,2970,25105,9,879.75,Students,secure investment tracker,41233,4.4
2024-10-28,Facebook,App Install,488.1,238,48884,6,0.0,Students,easy goal setting,31141,0.9
2024-05-20,Facebook,Performance/ROAS,211.02,2245,36842,11,455.36,Millennials,top rated productivity app,16777,2.1
2024-07-21,Instagram,Brand Awareness,251.38,1762,39314,14,910.85,Gen Z,free habit tracker,13846,1.6
2024-09-15,Facebook,Re-engagement,214.95,2221,44008,10,753.87,Millennials,top rated productivity app,12325,4.2
2024-04-14,Facebook,Performance/ROAS,99.76,2904,36388,10,613.36,Working Professionals,free habit tracker,21108,1.3
2024-04-19,Facebook,Performance/ROAS,128.73,953,34335,10,500.3,Gen Z,top rated productivity app,8510,4.4
2024-07-16,Instagram,Performance/ROAS,114.29,4766,15767,7,514.25,Millennials,secure investment tracker,35078,1.2
2024-07-17,Google Search,Performance/ROAS,122.89,2924,47490,16,475.61,Students,secure investment tracker,8615,0.8
2024-07-18,Instagram,App Install,44.32,3523,49903,11,0.0,Gen Z,top rated productivity app,14940,2.9
2024-06-09,Facebook,Re-engagement,176.52,2048,13850,3,36.555,Working Professionals,mobile finance solutions,37988,0.5
2024-05-08,Facebook,App Install,277.77,2062,26395,8,0.0,Students,free habit tracker,36419,4.6
2024-06-14,Facebook,Re-engagement,478.07,2064,45616,15,550.5,Working Professionals,easy goal setting,43474,4.6
2024-07-02,Google Search,Performance/ROAS,16.43,1450,7695,10,742.4,Gen Z,easy goal setting,647,5.0
2024-09-11,Google Search,Re-engagement,166.11,462,10542,11,771.72,Working Professionals,best budget planning app,47560,4.3
2024-08-20,Google Search,Brand Awareness,292.1,4227,23951,10,226.48,Working Professionals,best budget planning app,20657,4.7
2024-07-25,Facebook,Re-engagement,26.44,3556,10193,10,503.3,Students,mobile finance solutions,34800,2.8
2024-02-05,Google Search,Brand Awareness,410.66,3016,5685,8,24.77,Working Professionals,mobile finance solutions,33477,2.6
2024-03-07,Google Search,Re-engagement,323.41,4273,36608,14,807.54,Gen Z,best budget planning app,3182,1.6
2024-08-21,TikTok,Re-engagement,486.67,4458,21648,12,960.55,Working Professionals,easy goal setting,7840,1.2
2024-10-23,Google Search,App Install,232.28,2605,1676,9,0.0,Working Professionals,best budget planning app,33662,0.8
2024-01-30,Google Search,Performance/ROAS,264.76,1519,42301,7,5.77,Students,mobile finance solutions,34017,3.9
2024-02-14,Facebook,Performance/ROAS,168.3,1677,40689,7,325.9,Millennials,best budget planning app,39869,4.0
2024-06-17,TikTok,Performance/ROAS,468.6,2521,38823,10,310.14,Gen Z,best budget planning app,21890,3.2
2024-11-08,Google Search,App Install,390.51,2648,40731,10,0.0,Gen Z,secure investment tracker,3873,4.7
2024-01-18,Instagram,Performance/ROAS,38.03,4923,23158,8,785.23,Millennials,best budget planning app,33562,3.4
2024-06-04,Google Search,Re-engagement,171.83,1440,4820,7,194.11,Students,mobile finance solutions,28663,1.1
2024-08-24,Facebook,Performance/ROAS,118.36,547,25420,13,248.79,Students,mobile finance solutions,25437,2.4
2024-07-31,Facebook,Brand Awareness,195.51,3827,26930,19,89.22,Gen Z,secure investment tracker,48008,3.7
2024-07-04,Google Search,Performance/ROAS,387.19,2646,24717,14,924.71,Working Professionals,secure investment tracker,22001,2.5
2024-01-09,Instagram,Brand Awareness,393.13,3547,27418,13,493.69,Gen Z,best budget planning app,26599,3.9
2024-03-23,Google Search,Performance/ROAS,174.53,2440,43933,5,809.89,Gen Z,mobile finance solutions,35865,3.5
2024-03-31,Instagram,App Install,138.14,447,4206,8,0.0,Students,mobile finance solutions,6958,2.4
2024-05-27,Google Search,App Install,324.48,3228,22754,7,0.0,Gen Z,easy goal setting,47039,5.0
2024-07-01,Facebook,Performance/ROAS,181.62,4344,28976,11,141.44,Working Professionals,mobile finance solutions,21767,1.2
2024-10-24,Facebook,Performance/ROAS,348.45,659,34004,14,872.54,Working Professionals,best budget planning app,20350,1.8
2024-09-23,Google Search,Re-engagement,361.69,4903,31941,8,87.75,Students,mobile finance solutions,13559,5.0
2024-07-17,Instagram,Performance/ROAS,177.4,1028,43679,12,591.8,Gen Z,free habit tracker,3843,1.0
2024-01-18,TikTok,Performance/ROAS,335.74,4676,19204,6,771.58,Millennials,free habit tracker,22904,2.8
2024-08-02,Google Search,Performance/ROAS,107.84,4104,33602,7,248.38,Millennials,mobile finance solutions,15969,4.0
2024-06-13,Instagram,Performance/ROAS,100.74,461,26367,6,924.14,Working Professionals,mobile finance solutions,3027,1.3
2024-07-10,Instagram,App Install,171.07,2975,6769,8,0.0,Working Professionals,best budget planning app,28734,0.9
2024-10-05,Facebook,Performance/ROAS,297.09,904,18390,7,372.73,Millennials,top rated productivity app,41333,4.7
2024-07-27,Google Search,App Install,487.05,1501,23467,11,0.0,Working Professionals,top rated productivity app,5163,4.9
2024-11-02,Facebook,Performance/ROAS,349.32,1765,19202,10,915.82,Students,top rated productivity app,5249,2.8
2024-12-09,Google Search,Performance/ROAS,37.67,749,22928,8,993.29,Students,mobile finance solutions,33265,4.5
2024-06-30,Instagram,Performance/ROAS,270.7,3810,33042,9,371.21,Working Professionals,top rated productivity app,27823,5.0
2024-05-10,Facebook,Performance/ROAS,146.95,1104,21552,13,300.06,Millennials,mobile finance solutions,36015,4.4
2024-08-31,Instagram,Brand Awareness,12.78,1362,39479,7,594.61,Millennials,mobile finance solutions,24500,1.1
2024-04-05,Google Search,Brand Awareness,341.85,1316,23013,11,724.2,Gen Z,top rated productivity app,40075,2.4
2024-03-07,Google Search,Performance/ROAS,401.9,79,18185,7,574.06,Millennials,best budget planning app,18117,3.0
2024-09-11,TikTok,Performance/ROAS,272.12,2778,43295,5,928.31,Millennials,free habit tracker,46781,4.2
2024-05-15,Instagram,App Install,187.18,4706,30965,6,0.0,Working Professionals,top rated productivity app,45124,2.0
2024-07-29,Instagram,App Install,264.87,2732,44732,10,0.0,Working Professionals,best budget planning app,42793,4.5
2024-09-26,Instagram,Performance/ROAS,307.71,3681,2536,6,575.75,Students,mobile finance solutions,44503,1.2
2024-07-02,Google Search,Performance/ROAS,61.6,2021,23545,12,530.0,Working Professionals,free habit tracker,17135,2.2
2024-04-07,TikTok,Re-engagement,134.25,1036,26065,2,53.088,Millennials,best budget planning app,48360,2.5
2024-08-05,Google Search,App Install,261.29,3220,6639,14,0.0,Gen Z,easy goal setting,23078,1.1
2024-02-27,Google Search,Performance/ROAS,386.89,2784,16313,11,47.1,Gen Z,secure investment tracker,41771,2.7
2024-07-04,Google Search,Brand Awareness,339.1,4784,11316,13,240.36,Students,top rated productivity app,15447,2.1
2024-08-06,Instagram,App Install,481.37,4615,23277,9,0.0,Gen Z,best budget planning app,13161,3.6
2024-09-10,Google Search,Performance/ROAS,125.42,1029,47676,12,596.06,Gen Z,free habit tracker,40028,3.9
2024-09-13,Facebook,Re-engagement,173.02,1451,18073,8,494.84,Gen Z,best budget planning app,7835,2.4
2024-03-18,Google Search,Brand Awareness,12.39,4203,46428,7,58.75,Gen Z,easy goal setting,30790,3.0
2024-05-25,Facebook,App Install,214.27,1828,6739,9,0.0,Gen Z,best budget planning app,33834,1.0
2024-10-25,Google Search,Performance/ROAS,358.64,4729,4115,10,66.04,Millennials,top rated productivity app,12554,1.2
2024-03-04,Google Search,Performance/ROAS,398.11,4332,11401,14,101.23,Gen Z,easy goal setting,12390,2.8
2024-06-21,Google Search,App Install,218.98,1940,3438,7,0.0,Gen Z,top rated productivity app,18967,2.3
2024-05-02,Google Search,App Install,120.95,379,9197,13,0.0,Millennials,top rated productivity app,30043,2.0
2024-06-10,Facebook,Performance/ROAS,288.13,2456,22614,6,537.82,Gen Z,top rated productivity app,49671,3.0
2024-06-28,Google Search,Re-engagement,347.48,4402,49022,18,422.3,Working Professionals,top rated productivity app,31877,4.4
2024-10-18,Facebook,Re-engagement,137.68,4836,11371,12,597.57,Millennials,easy goal setting,48713,2.7
2024-05-17,Google Search,Performance/ROAS,11.25,3947,38384,9,461.11,Students,top rated productivity app,31656,1.0
2024-07-09,TikTok,App Install,314.28,1600,3705,10,0.0,Students,secure investment tracker,49702,3.2
2024-04-12,TikTok,App Install,150.24,4607,44504,14,0.0,Students,best budget planning app,29098,1.4
2024-09-11,Facebook,Performance/ROAS,227.72,2851,20709,10,603.79,Working Professionals,best budget planning app,19841,3.2
2024-06-18,Google Search,App Install,34.59,1992,35709,6,0.0,Students,top rated productivity app,14520,0.8
2024-04-21,Facebook,Performance/ROAS,411.4,2256,18796,8,412.68,Working Professionals,easy goal setting,17040,3.0
2024-10-24,Facebook,Performance/ROAS,317.02,4855,33604,9,814.79,Students,top rated productivity app,22404,2.2
2024-01-13,TikTok,Performance/ROAS,41.62,2570,7966,11,495.72,Students,top rated productivity app,46533,1.2
2024-12-21,Google Search,Performance/ROAS,329.25,4209,578,8,35.25,Millennials,free habit tracker,38812,1.7
2024-08-10,Facebook,Brand Awareness,415.7,4657,21054,13,366.7,Working Professionals,free habit tracker,6270,4.3
2024-04-14,Facebook,Brand Awareness,387.13,1787,32929,8,918.31,Gen Z,best budget planning app,25359,1.6
2024-06-30,Google Search,Re-engagement,41.44,2361,5269,10,176.83,Working Professionals,mobile finance solutions,26236,3.0
2024-03-30,Facebook,App Install,215.14,3822,943,11,0.0,Gen Z,secure investment tracker,7292,3.2
2024-02-21,Google Search,Re-engagement,351.84,3493,19690,8,598.78,Gen Z,easy goal setting,48555,5.0
2024-06-12,Google Search,Performance/ROAS,390.67,1198,10748,2,47.803,Gen Z,easy goal setting,24971,3.8
2024-04-27,Facebook,App Install,407.77,850,3105,14,0.0,Millennials,top rated productivity app,28203,4.9
2024-12-01,Facebook,Re-engagement,350.32,3002,5618,12,132.28,Millennials,easy goal setting,28906,4.3
2024-04-28,Google Search,Performance/ROAS,188.26,4987,9741,9,723.8,Students,best budget planning app,30853,4.9
2024-11-01,Google Search,App Install,108.34,1266,29439,7,0.0,Gen Z,best budget planning app,30502,1.4
2024-11-27,Google Search,Re-engagement,297.64,1408,47613,9,567.64,Working Professionals,mobile finance solutions,47603,1.2
2024-09-14,Facebook,Re-engagement,31.7,1963,18099,14,281.77,Gen Z,secure investment tracker,48744,0.9
2024-01-12,Instagram,Brand Awareness,318.32,3439,23577,8,749.46,Students,mobile finance solutions,4988,1.8
2024-12-26,Google Search,App Install,144.09,488,2329,8,0.0,Gen Z,best budget planning app,24425,4.5
2024-11-16,Google Search,Performance/ROAS,288.63,1347,47703,14,673.12,Gen Z,top rated productivity app,22147,4.5
2024-03-30,TikTok,Re-engagement,498.9,3701,4298,11,294.89,Gen Z,top rated productivity app,16654,4.2
2024-10-04,Instagram,Performance/ROAS,296.05,397,23168,12,179.9,Gen Z,mobile finance solutions,21967,3.9
2024-08-05,Google Search,Re-engagement,439.6,4565,43749,7,559.3,Millennials,top rated productivity app,9147,4.7
2024-03-23,Google Search,App Install,485.53,594,13507,7,0.0,Students,free habit tracker,35547,1.5
2024-02-06,Facebook,Performance/ROAS,17.35,63,25265,11,704.61,Students,free habit tracker,42066,0.9
2024-05-10,TikTok,Performance/ROAS,394.66,4450,23617,14,466.4,Millennials,best budget planning app,26257,4.9
2024-04-07,Google Search,Brand Awareness,60.96,454,30865,10,380.21,Students,easy goal setting,40345,1.4
2024-10-07,Facebook,Performance/ROAS,187.24,1718,44872,8,489.12,Millennials,easy goal setting,27472,0.7
2024-09-16,Google Search,Performance/ROAS,204.57,3791,3221,5,623.51,Working Professionals,free habit tracker,40933,3.9
2024-07-17,Facebook,Performance/ROAS,496.96,950,29915,15,430.72,Millennials,mobile finance solutions,49312,2.0
2024-10-17,Google Search,Performance/ROAS,287.98,2535,41499,11,268.33,Students,easy goal setting,10475,1.5
2024-11-17,Facebook,Performance/ROAS,478.92,626,16572,9,9.16,Working Professionals,top rated productivity app,18900,2.5
2024-10-06,Google Search,App Install,222.55,2654,39699,10,0.0,Working Professionals,top rated productivity app,34184,4.1
2024-09-21,Google Search,Re-engagement,371.0,186,49688,11,540.84,Students,mobile finance solutions,28130,4.9
2024-03-16,Facebook,Re-engagement,13.97,1323,47055,7,635.46,Students,free habit tracker,36981,1.2
2024-04-10,Facebook,Performance/ROAS,144.39,3434,23303,11,984.27,Students,best budget planning app,2949,3.0
2024-01-11,Instagram,Re-engagement,192.63,4373,16994,15,822.53,Millennials,secure investment tracker,46203,3.4
2024-11-04,Google Search,Performance/ROAS,39.8,2418,32462,8,887.95,Millennials,easy goal setting,46523,1.4
2024-10-22,Facebook,Brand Awareness,219.39,2448,26713,4,66.141,Gen Z,secure investment tracker,45055,0.7
2024-11-29,Google Search,Brand Awareness,183.98,3092,35920,12,32.4,Millennials,mobile finance solutions,40233,3.3
2024-10-09,Facebook,Performance/ROAS,152.45,4965,16221,12,681.59,Students,best budget planning app,28723,2.6
2024-07-17,Instagram,Performance/ROAS,365.47,3885,26605,11,522.13,Gen Z,mobile finance solutions,27403,1.1
2024-05-05,Google Search,Brand Awareness,143.83,4413,22371,13,120.07,Students,free habit tracker,20230,4.9
2024-12-27,Google Search,App Install,430.52,1173,26071,9,0.0,Students,free habit tracker,29691,1.5
2024-02-05,Facebook,Re-engagement,86.35,4757,34587,6,113.54,Millennials,top rated productivity app,40995,2.8
2024-02-11,Facebook,Performance/ROAS,270.55,4341,24818,10,159.08,Gen Z,top rated productivity app,41584,1.9
2024-04-23,Instagram,Performance/ROAS,25.09,4063,10772,10,171.47,Gen Z,best budget planning app,14971,5.0
2024-06-30,Instagram,App Install,173.74,2551,7916,13,0.0,Students,top rated productivity app,32053,4.9
2024-05-16,Facebook,Performance/ROAS,14.18,4504,734,10,248.57,Millennials,secure investment tracker,31893,1.9
2024-10-13,TikTok,Brand Awareness,270.11,4985,32077,10,52.23,Millennials,free habit tracker,18299,3.5
2024-09-05,Facebook,App Install,22.91,4993,5605,8,0.0,Gen Z,easy goal setting,28333,4.9
2024-02-06,Google Search,Performance/ROAS,418.19,3207,49112,13,431.84,Gen Z,top rated productivity app,27198,3.2
2024-11-05,Google Search,App Install,440.81,329,12812,9,0.0,Students,easy goal setting,23618,2.0
2024-09-17,Facebook,Re-engagement,377.9,657,15694,13,277.64,Working Professionals,top rated productivity app,41884,0.9
2024-03-14,TikTok,Performance/ROAS,338.23,2069,27349,7,942.4,Gen Z,mobile finance solutions,24030,4.8
2024-03-30,Instagram,App Install,327.69,1074,35971,10,0.0,Students,secure investment tracker,37682,4.6
2024-04-14,Google Search,Re-engagement,70.61,3562,42655,7,794.01,Working Professionals,mobile finance solutions,48552,3.1
